Restaurant_Name,Web_Link,Locality,Sponsored,Ratings_out_of_5,Number of votes,Phone_number,Cuisines,Charges_for_two,payment_modes,Rest_timming,Detail_address,5_star_review_percentage,4_star_review_percentage,3_star_review_percentage,2_star_review_percentage,1_star_review_percentage,Wine and Beer,Dance Floor,Lunch Menu,Outdoor Seating,Seaside,4/5 Star,Free Parking,Pet Friendly,Bulk Orders Accepted,Gaming Are,City View,Vegetarian Only,Brunch,Live Music,Wheelchair Accessible,Home Delivery,Celebrity Frequented,Pre-Ordering Required,Pool Table,Keto Options,Wifi,Sports TV,Wine Tasting,Beer,Restricted Entry,Variable Menu,Serves Non Veg,Table booking for Groups,Poolside,Home Baker,Wine,Buffet,Board Games,Vegan Options,Table Reservation Not Required,Table reservation required,Rooftop,BYOB,Egg Preparations,Live Sports Screening,Luxury Dining,Seating Not Available,Desserts and Bakes,Card Upon Delivery,Serves Jain Food,Mall Parking,Available for Functions,Gastro Pub,Live Entertainment,Sugar Free Options,Couple Entry Only,Above 18 Only,Drive in,Drive Thru,Valet Parking Available,Indoor Seating,Free Wifi,Nightlife,Serves Cocktails,Kid Friendly,Craft Beer,All Day Breakfast,Gluten Free Options,Group Meal,Table booking not available,Full Bar Available,Members Only,Standing Tables,Karaoke,Entry Fee,Self Service,Delivery Only,LGBTQIA Friendly,No Alcohol Available,Unlimited Pizz,Private Dining Area Available,Smoking Are,Table booking recommended,Resto Bar,Serves Alcohol,Breakfast,Catering Available,Disabled Friendly,Serves Halal,Takeaway Only,BYOB Only,spam_review
The Porch - Restaurant & Bar,https://www.zomato.com/pune/the-porch-restaurant-bar-wakad,Wakad,Casual Dining,0,0,020 46304950 +91 7770006216,"Biryani, Chinese, North Indian, Continental, Thai, Seafood, Desserts","₹1,000",Cash only,12noon – 12midnight,"Near Nisarg Pooja Society, Mankar Chowk, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menchie's Frozen Yogurt,https://www.zomato.com/pune/menchies-frozen-yogurt-aundh,Aundh,Dessert Parlor,2.5,14  votes,+91 7988807911,"Ice Cream, Desserts, Frozen Yogurt",₹300,Cash and Cards accepted,11am – 11pm,"Food Court, Westend Mall, Aundh, Pune",14%,21%,7%,29%,29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chaitanya,https://www.zomato.com/pune/chaitanya-aundh,Aundh,Casual Dining,3.3,81  votes,+91 9403111568,"North Indian, Chinese",₹450,Cash and Digital Payments accepted,"11am – 3:30pm, 7pm – 11pm","248/3/3, Murkutey Vasti, DP Road,  Aundh, Pune",21%,29%,23%,6%,21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Tamanna Multi Cuisine Restaurant & Bar,https://www.zomato.com/pune/tamanna-multi-cuisine-restaurant-bar-hinjawadi,Hinjawadi,"Casual Dining, Bar",2.9,378  votes,020 66751900,"North Indian, Chinese, Continental, South Indian","₹1,500","Cash,Cards and Meal Coupons accepted",11am – 12midnight,"Hotel Tamanna Executive, Phase 1, Opposite Infosys, Hinjawadi, Pune",12%,37%,30%,10%,11%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bowl Na!,https://www.zomato.com/pune/bowl-na-wakad,Wakad,Delivery,-,0,0120 7181706,"Biryani, Mughlai, North Indian, Desserts, Beverages",Not Present,Cash only,12noon – 11pm,"Ground Floor, OYO Flagship 15538 Dange Chowk, Survey 51, Tathawade, Dattwadi, Near Swami Vivekanand Hospital, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Full Stomach,https://www.zomato.com/pune/cafe-full-stomach-balewadi,Balewadi,"Takeaway, Delivery",0,0,+91 9702451727,Chinese,Not Present,Cash only,12noon – 12midnight,"Stall 4, D Square Food Court, Opposite Cummins, Near Iris Soceity, Balewadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapchat Cafe,https://www.zomato.com/pune/snapchat-cafe-wakad,Wakad,Quick Bites,0,0,+91 9011311877,Fast Food,₹250,Cash only,11am – 3am,"Shop B/06, Survey 207, Kaspate Wasti, Near Sonigara Landmark, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangoli Dhaba,https://www.zomato.com/pune/rangoli-dhaba-wakad,Wakad,Quick Bites,3,Based on 6 votes,+91 8888476856 +91 8888472953,"Rajasthani, North Indian, Chinese",₹250,Cash and Cards accepted,"11am – 3:30pm, 6:30pm – 11pm","30/31 B, 210/2, 210/5, 211/2, Plot 10, Building Pride Purple Square, Wakad, Pune",49%,17%,0%,17%,17%,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garma Garam - The Authentic Street Food,https://www.zomato.com/pune/garma-garam-the-authentic-street-food-wakad,Wakad,"Quick Bites, Sweet Shop",3.7,Based on 49 votes,+91 7558302375,"Street Food, Mithai, Beverages",₹400,Cash and Digital Payments accepted,7am – 10:30pm,"Shop 11, Omega Paradise, Phase II, Wing -L, Dutta Mandir Road, Shankar Kalat Nagar, Wakad, Pune",88%,6%,2%,0%,4%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Collective Creams,https://www.zomato.com/pune/collective-creams-aundh,Aundh,Dessert Parlor,3.7,Based on 44 votes,+91 9049350332,"Desserts, Ice Cream",₹200,Cash only,11am – 12midnight,"1, Wing- D, Chaitraban Society, ITI Road, Aundh, Pune",84%,9%,2%,0%,5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malashree Pure Veg,https://www.zomato.com/pune/malashree-pure-veg-hinjawadi,Hinjawadi,Quick Bites,3.2,Based on 7 votes,080 46972132,"North Indian, Chinese",₹600,Cash and Cards accepted,"11am – 5pm, 7pm – 4am","Survey 153, Kanekar Complex, Shivaji Chowk, Hinjawadi, Pune",86%,14%,0%,0%,0%,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolute Punjab,https://www.zomato.com/pune/absolute-punjab-aundh,Aundh,Delivery,3.3,Based on 6 votes,+91 7020212866 +91 9689684443,North Indian,Not Present,Cash only,12noon – 11pm,"Survey 161/1, First Floor, Beside Fly High, West End Mall, Aundh, Pune",33%,33%,17%,17%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That's Eat,https://www.zomato.com/pune/thats-eat-hinjawadi,Hinjawadi,Quick Bites,3.7,Based on 17 votes,+91 8788147931,"North Indian, Chinese, Fast Food",₹400,Cash only,11am – 1am,"358, Rajiv Gandhi Infotech Park, Phase 2, Near Wipro Circle, Man, Hinjawadi, Pune",58%,24%,6%,0%,12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Essence Cafe,https://www.zomato.com/pune/tea-essence-cafe-hinjawadi,Hinjawadi,Quick Bites,-,0,+91 9767049390 +91 9766647244,"Tea, Street Food",₹150,"Cash,Cards and Digital Payments accepted",8:30am – 11:30pm,"Oppsite Blue Ridge, Phase 1, Hinjewadi, Pune",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cockatoo - The Fusion Bar & Eatery,https://www.zomato.com/pune/cockatoo-the-fusion-bar-eatery-wakad,Wakad,"Casual Dining, Bar",3.9,47  votes,+91 8308609889 +91 9167270060,"North Indian, Fast Food","₹1,100",Cash and Cards accepted,4pm – 1am,"Shop 1, Lakshmi Properties, Dutta Mandir Road, Wakad, Pune",69%,23%,6%,2%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Moshing Cuppa,https://www.zomato.com/pune/moshing-cuppa-hinjawadi,Hinjawadi,Café,3.8,66  votes,080 46971353,Cafe,₹400,"Cash,Cards and Digital Payments accepted",11am – 11pm,"Plot 16, Grand Tammana Hotel, Phase 2, Rajiv Gandhi Infotech Park, Hinjawadi, Pune",60%,29%,11%,0%,0%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
Hotel Alnoor,https://www.zomato.com/pune/hotel-alnoor-aundh,Aundh,Casual Dining,3.2,36  votes,+91 8975257898 +91 8007359898,"North Indian, Seafood, Chinese",₹600,"Cash,Cards and Digital Payments accepted",12noon – 11pm,"11, Aundh Road, Near Aundh Masjid, Oppsite City International School, Ward 8, Aundh, Pune",50%,14%,8%,6%,22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kota Kachori & Namkeens,https://www.zomato.com/pune/kota-kachori-namkeens-wakad,Wakad,"Sweet Shop, Quick Bites",3.9,116  votes,+91 9772577595 +91 8239045264,"Mithai, Street Food",₹200,Cash and Digital Payments accepted,8am – 9pm,"Opposite Florencia Society, Kaspate Vasti Road, Near Mankar Chowk, Wakad, Pune",59%,21%,5%,10%,5%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
Banglore Iyanagr's Bakery & Sweets,https://www.zomato.com/pune/banglore-iyanagrs-bakery-sweets-aundh,Aundh,Bakery,3.5,Based on 16 votes,+91 9960877485,Bakery,₹400,Cash only,7am – 11pm,"DP Road, Sharda Park Society, Aundh, Pune",37%,38%,13%,6%,6%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maharashtra Restaurant,https://www.zomato.com/pune/maharashtra-restaurant-aundh,Aundh,Casual Dining,3.1,Based on 12 votes,+91 9021863131 +91 9860013777,"North Indian, Chinese",₹450,Cash only,6am – 11pm,"Near Spicer College, Aundh Road, Aundh, Pune",50%,17%,8%,17%,8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Coffee to Cocktails Bar - Hyatt Place,https://www.zomato.com/coffeetococktailsbar,Hinjawadi,Fine Dining,3.6,30  votes,020 66981234,North Indian,"₹2,500",Cash and Cards accepted,11am – 11:30pm,"Hyatt Place, Rajiv Gandhi Info Tech Park, Phase 1, Hinjawadi, Pune",57%,20%,13%,7%,3%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Preet's Punjabi Swad,https://www.zomato.com/pune/preets-punjabi-swad-hinjawadi,Hinjawadi,Casual Dining,3.3,492  votes,+91 8956810207 +91 9765216980,"North Indian, Chinese",₹800,"Cash,Cards and Digital Payments accepted",11am – 3am,"Opposite Shell Petrol Pump, Hinjawadi Chowk, Hinjawadi, Pune",34%,24%,13%,6%,23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
Tandoorkar's Kitchen,https://www.zomato.com/pune/tandoorkars-kitchen-baner,Baner,Casual Dining,3.6,132  votes,+91 9665300075,"North Indian, Chinese, Mughlai",₹500,"Cash,Cards and Digital Payments accepted",11:30am – 12midnight,"Shop 2, Cassiopeia Classic, Near Jade Kalptaru, Pan Card Club Road, Baner, Pune",71%,4%,7%,3%,15%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Aur Irani Chai,https://www.zomato.com/pune/aur-irani-chai-baner,Baner,"Irani Cafe, Quick Bites",3.7,539  votes,+91 8007399969 +91 8007999969,"Parsi, Fast Food, Healthy Food",₹250,Cash only,8am – 11pm,"Shop 1, Phase 2, Shri Chandra Residency, Pallod Farm, Behind Mauli Petrol Pump, Baner, Pune",32%,26%,16%,9%,17%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,15
Hotel Radha,https://www.zomato.com/pune/hotel-radha-baner,Baner,Casual Dining,3.4,110  votes,+91 8805352116 +91 9763432000,"North Indian, Chinese, Seafood",₹900,Cash and Cards accepted,11am – 11:30pm,"105/1, Mahalunge Road, Shiv Chhatrapati Sport City, Radha Chowk, Baner, Pune",32%,26%,25%,6%,11%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
Parihar Sweets & Dry Fruits,https://www.zomato.com/pune/parihar-sweets-dry-fruits-aundh,Aundh,Takeaway,3.4,29  votes,020 25896433 020 25888502,"Mithai, Street Food",Not Present,Cash only,10am – 10pm,"157, Hrishikesh Dham, Parihar Chowk,  ITI Road, Aundh, Pune",10%,56%,17%,7%,10%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Chynnax - Rolls & Wraps,https://www.zomato.com/pune/chynnax-rolls-wraps-wakad,Wakad,Quick Bites,3.5,79  votes,+91 9325767920,"Street Food, Chinese, Odia",₹250,Cash only,11am – 11:45pm,"Counter 12, The Fab Flea, Bhausaheb Kalate Nagar, Shankar Kalat Nagar, Pimpri-Chinchwad, Wakad, Pune",29%,38%,14%,5%,14%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Hotel Super Shriraj,https://www.zomato.com/pune/hotel-super-shriraj-wakad,Wakad,Quick Bites,3.8,180  votes,+91 9561530505 +91 9011350909,Maharashtrian,₹500,"Cash,Cards and Digital Payments accepted","11:30am – 4pm, 7pm – 11pm","Kaspate Vasti Road, Opposite Green Valley, Near Mankar Chowk, Wakad, Pune",54%,24%,7%,5%,10%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
Mahesh Chicken Phulka And Litti Chokha Center,https://www.zomato.com/pune/mahesh-chicken-phulka-and-litti-chokha-center-wakad,Wakad,Quick Bites,-,0,+91 8600491482,"North Indian, Bihari",₹400,"Cash,Cards and Digital Payments accepted",8am – 2am,"Survey 125/2, Counter 8, Swami Vivekanand Nagar, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Much Much,https://www.zomato.com/pune/much-much-wakad,Wakad,Delivery,3.2,Based on 5 votes,0120 7181706,"North Indian, Chinese, Biryani",Not Present,Cash only,"12noon – 3:30pm, 7pm – 11pm","OYO Flagship 15538, Ground Floor, Serial 51, Dange Chowk Road, Near Swami Vivekanand Hospital, Tathawade, Wakad, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaka's Kitchen,https://www.zomato.com/pune/kakas-kitchen-1-pashan,Pashan,Quick Bites,3.5,36  votes,+91 8240934108 +91 9051260898,"Rolls, Biryani",₹200,Cash and Digital Payments accepted,12:30pm – 12midnight,"Serial 130/1/1, Balaji Chowk, Sus Road, Pashan, Pune",59%,22%,8%,3%,8%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Magnolia,https://www.zomato.com/pune/magnolia-baner,Baner,"Casual Dining, Bar",3.9,565  votes,020 20250051 +91 9923645045,"Chinese, Thai, North Indian, Mughlai","₹1,000",Cash and Cards accepted,12noon – 12midnight,"991, Opposite Corporation Bank, Near Mauli Garden, Baner, Pune",30%,44%,16%,4%,6%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15
Dragon,https://www.zomato.com/pune/dragon-aundh,Aundh,Casual Dining,3.3,87  votes,+91 9158082105,"Chinese, Seafood",₹700,Cash only,"11am – 3pm, 7pm – 11pm","Yashoda Park, DP Road, Aundh, Pune",27%,24%,16%,10%,23%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Prabhu Hotel,https://www.zomato.com/pune/prabhu-hotel-hinjawadi,Hinjawadi,Quick Bites,-,0,+91 7387920163,"North Indian, Chinese",₹300,Cash and Digital Payments accepted,11am – 11pm,"Chande Fata, Rajiv Gandhi Infoteck Park, Main Phase-3, North Of Mutha River, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grab & Chill,https://www.zomato.com/pune/grab-chill-hinjawadi,Hinjawadi,Quick Bites,3.6,31  votes,+91 6289893306 +91 7003802557,"North Indian, Chinese",₹400,Cash and Digital Payments accepted,11am – 11pm,"13C, Near Hinjewadi Rajiv Gandhi Infotech Park, Marunji Road, Phase 1, Hinjawadi, Pune",84%,3%,3%,0%,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Punjabi Tadka & Resto,https://www.zomato.com/pune/punjabi-tadka-resto-hinjawadi,Hinjawadi,Quick Bites,3,Based on 16 votes,+91 7843041617,"North Indian, Chinese, Malwani",₹550,Cash and Digital Payments accepted,11am – 2am,"Near Wakad Road, Hinjawadi, Pune",44%,25%,6%,6%,19%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunch Box,https://www.zomato.com/pune/lunch-box-baner,Baner,"Takeaway, Delivery",-,0,+91 9527507207,North Indian,Not Present,Cash and Digital Payments accepted,12noon – 5am,"Shop 1 & 3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusion Dosa Factory,https://www.zomato.com/pune/fusion-dosa-factory-baner,Baner,Quick Bites,-,0,+91 8626049829,South Indian,₹300,"Cash,Cards and Digital Payments accepted",7am – 12midnight,"The Food Court, Baner Main Road, Opposite Axis Bank, Baner, Pune",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
